League,BirthPlace,Count,LeagueTotal,Percentage,Rank
NBA,"Astoria, NY",2,4177,0.047881254488867604,40.0
NBA,"Auckland, New Zealand",2,4177,0.047881254488867604,40.0
NBA,"Austin, TX",2,4177,0.047881254488867604,40.0
NBA,"Bahia Blanca, Argentina",2,4177,0.047881254488867604,40.0
NBA,"Barcelona, Spain",2,4177,0.047881254488867604,40.0
NBA,"Beaumont, TX",2,4177,0.047881254488867604,40.0
NBA,"Bedford, IN",2,4177,0.047881254488867604,40.0
NBA,"Beijing, China",2,4177,0.047881254488867604,40.0
NBA,"Beirut, Lebanon",2,4177,0.047881254488867604,40.0
NBA,"Belleville, IL",2,4177,0.047881254488867604,40.0
NBA,"Bellingham, WA",2,4177,0.047881254488867604,40.0
NBA,"Bijelo Polje, Montenegro",2,4177,0.047881254488867604,40.0
NBA,"Billings, MT",2,4177,0.047881254488867604,40.0
NBA,"Biloxi, MS",2,4177,0.047881254488867604,40.0
NBA,"Birmingham, MI",2,4177,0.047881254488867604,40.0
NBA,"Bradenton, FL",2,4177,0.047881254488867604,40.0
NBA,"Bremerton, WA",2,4177,0.047881254488867604,40.0
NBA,"Brookline, MA",2,4177,0.047881254488867604,40.0
NBA,"Burlington, NC",2,4177,0.047881254488867604,40.0
NBA,"Burnsville, MN",2,4177,0.047881254488867604,40.0
NBA,"CO Springs, CO",2,4177,0.047881254488867604,40.0
NBA,"Campbellsville, KY",2,4177,0.047881254488867604,40.0
NBA,Canada,2,4177,0.047881254488867604,40.0
NBA,"Canton, GA",2,4177,0.047881254488867604,40.0
NBA,"Canton, MS",2,4177,0.047881254488867604,40.0
NBA,"Caracas, Venezuela",2,4177,0.047881254488867604,40.0
NBA,"Carbondale, IL",2,4177,0.047881254488867604,40.0
NBA,"Carlisle, PA",2,4177,0.047881254488867604,40.0
NBA,"Casselberry, FL",2,4177,0.047881254488867604,40.0
NBA,"Cayenne, French Guiana",2,4177,0.047881254488867604,40.0
NBA,"Charleston, West VA",2,4177,0.047881254488867604,40.0
NBA,"Cheyenne, WY",2,4177,0.047881254488867604,40.0
NBA,"Clearwater, FL",2,4177,0.047881254488867604,40.0
NBA,"Clinton, MD",2,4177,0.047881254488867604,40.0
NBA,"Colon, Panama",2,4177,0.047881254488867604,40.0
NBA,"Copiague, NY",2,4177,0.047881254488867604,40.0
NBA,"Coral Gables, FL",2,4177,0.047881254488867604,40.0
NBA,"Corbin, KY",2,4177,0.047881254488867604,40.0
NBA,"Curitiba, Brazil",2,4177,0.047881254488867604,40.0
NBA,"Danville, VA",2,4177,0.047881254488867604,40.0
NBA,"Decatur, IL",2,4177,0.047881254488867604,40.0
NBA,"Demopolis, AL",2,4177,0.047881254488867604,40.0
NBA,"Denton, TX",2,4177,0.047881254488867604,40.0
NBA,"Duluth, MN",2,4177,0.047881254488867604,40.0
NBA,"Duryea, PA",2,4177,0.047881254488867604,40.0
NBA,"East Orange, NJ",2,4177,0.047881254488867604,40.0
NBA,"East St. Louis, IL",2,4177,0.047881254488867604,40.0
NBA,"Edmond, OK",2,4177,0.047881254488867604,40.0
NBA,"Elkhart, IN",2,4177,0.047881254488867604,40.0
NBA,"Encinitas, CA",2,4177,0.047881254488867604,40.0
NBA,"Erie, PA",2,4177,0.047881254488867604,40.0
NBA,"Eustis, FL",2,4177,0.047881254488867604,40.0
NBA,"Fajardo, PR",2,4177,0.047881254488867604,40.0
NBA,"Fort WA, MD",2,4177,0.047881254488867604,40.0
NBA,"Frankfurt, Germany",2,4177,0.047881254488867604,40.0
NBA,"Franklin, IN",2,4177,0.047881254488867604,40.0
NBA,"Frederick, MD",2,4177,0.047881254488867604,40.0
NBA,"Freehold, NJ",2,4177,0.047881254488867604,40.0
NBA,"Fullerton, CA",2,4177,0.047881254488867604,40.0
NBA,"Gadsden, AL",2,4177,0.047881254488867604,40.0
NBA,"Gainesville, FL",2,4177,0.047881254488867604,40.0
NBA,"Galveston, TX",2,4177,0.047881254488867604,40.0
NBA,"Gardena, CA",2,4177,0.047881254488867604,40.0
NBA,"Garland, TX",2,4177,0.047881254488867604,40.0
NBA,"Georgetown, Guyana",2,4177,0.047881254488867604,40.0
NBA,"Grand Forks, ND",2,4177,0.047881254488867604,40.0
NBA,"Grand Island, NE",2,4177,0.047881254488867604,40.0
NBA,"Granite City, IL",2,4177,0.047881254488867604,40.0
NBA,"Greenville County, VA",2,4177,0.047881254488867604,40.0
NBA,"Gulfport, MS",2,4177,0.047881254488867604,40.0
NBA,"Hamburg, AR",2,4177,0.047881254488867604,40.0
NBA,"Hamtramck, MI",2,4177,0.047881254488867604,40.0
NBA,"Hanford, CA",2,4177,0.047881254488867604,40.0
NBA,"Harbor City, CA",2,4177,0.047881254488867604,40.0
NBA,"Hardinsburg, KY",2,4177,0.047881254488867604,40.0
NBA,"Harpersville, AL",2,4177,0.047881254488867604,40.0
NBA,"Harrisonburg, VA",2,4177,0.047881254488867604,40.0
NBA,"Hattiesburg, MS",2,4177,0.047881254488867604,40.0
NBA,"Havana, Cuba",2,4177,0.047881254488867604,40.0
NBA,"Hazard, KY",2,4177,0.047881254488867604,40.0
NBA,"Hibbing, MN",2,4177,0.047881254488867604,40.0
NBA,"Hickory, NC",2,4177,0.047881254488867604,40.0
NBA,"Highland Park, MI",2,4177,0.047881254488867604,40.0
NBA,"Hobbs, NM",2,4177,0.047881254488867604,40.0
NBA,"Hogansville, GA",2,4177,0.047881254488867604,40.0
NBA,"Hollywood, FL",2,4177,0.047881254488867604,40.0
NBA,"Huntington Beach, CA",2,4177,0.047881254488867604,40.0
NBA,"IA City, IA",2,4177,0.047881254488867604,40.0
NBA,"Irvine, CA",2,4177,0.047881254488867604,40.0
NBA,"Jackson, MI",2,4177,0.047881254488867604,40.0
NBA,"Jonesboro, AR",2,4177,0.047881254488867604,40.0
NBA,"Kankakee, IL",2,4177,0.047881254488867604,40.0
NBA,"Kenosha, WI",2,4177,0.047881254488867604,40.0
NBA,"Killeen, TX",2,4177,0.047881254488867604,40.0
NBA,"Kokomo, IN",2,4177,0.047881254488867604,40.0
NBA,"Kraljevo, Serbia",2,4177,0.047881254488867604,40.0
NBA,"La Mesa, CA",2,4177,0.047881254488867604,40.0
NBA,"Lake Charles, LA",2,4177,0.047881254488867604,40.0
NBA,"Lakewood, CA",2,4177,0.047881254488867604,40.0
NBA,"Lawton, OK",2,4177,0.047881254488867604,40.0
NBA,"Liberal, KS",2,4177,0.047881254488867604,40.0
NBA,"Livingston, NJ",2,4177,0.047881254488867604,40.0
NBA,"Lockport, IL",2,4177,0.047881254488867604,40.0
NBA,"Lodz, Poland",2,4177,0.047881254488867604,40.0
NBA,"Longview, TX",2,4177,0.047881254488867604,40.0
NBA,"Lynn, MA",2,4177,0.047881254488867604,40.0
NBA,"Lynwood, CA",2,4177,0.047881254488867604,40.0
NBA,"Macon, MS",2,4177,0.047881254488867604,40.0
NBA,"Mahanoy City, PA",2,4177,0.047881254488867604,40.0
NBA,"Malvern, AR",2,4177,0.047881254488867604,40.0
NBA,"Marion, SC",2,4177,0.047881254488867604,40.0
NBA,"Martins Ferry, OH",2,4177,0.047881254488867604,40.0
NBA,"Martinsville, IN",2,4177,0.047881254488867604,40.0
NBA,"McComb, MS",2,4177,0.047881254488867604,40.0
NBA,"Medford, OR",2,4177,0.047881254488867604,40.0
NBA,"Melrose Park, IL",2,4177,0.047881254488867604,40.0
NBA,"Midlothian, IL",2,4177,0.047881254488867604,40.0
NBA,"Milton, FL",2,4177,0.047881254488867604,40.0
NBA,"Missoula, MT",2,4177,0.047881254488867604,40.0
NBA,"Morgan City, LA",2,4177,0.047881254488867604,40.0
NBA,"Morganfield, KY",2,4177,0.047881254488867604,40.0
NBA,"Morristown, NJ",2,4177,0.047881254488867604,40.0
NBA,"Moscow, Russia",2,4177,0.047881254488867604,40.0
NBA,"Mulhouse, France",2,4177,0.047881254488867604,40.0
NBA,"Mullens, WV",2,4177,0.047881254488867604,40.0
NBA,"Murray, KY",2,4177,0.047881254488867604,40.0
NBA,"Muskegon, MI",2,4177,0.047881254488867604,40.0
NBA,"Nacogdoches, TX",2,4177,0.047881254488867604,40.0
NBA,"Neptune, NJ",2,4177,0.047881254488867604,40.0
NBA,"New Albany, MS",2,4177,0.047881254488867604,40.0
NBA,"New Bern, NC",2,4177,0.047881254488867604,40.0
NBA,"Newberry, SC",2,4177,0.047881254488867604,40.0
NBA,"Newport, KY",2,4177,0.047881254488867604,40.0
NBA,"Niagara Falls, NY",2,4177,0.047881254488867604,40.0
NBA,"Northridge, CA",2,4177,0.047881254488867604,40.0
NBA,"Ontario, CA",2,4177,0.047881254488867604,40.0
NBA,"Overland Park, KS",2,4177,0.047881254488867604,40.0
NBA,"Owingsville, KY",2,4177,0.047881254488867604,40.0
NBA,"Palm Beach Gardens, FL",2,4177,0.047881254488867604,40.0
NBA,"Palma de Mallorca, Spain",2,4177,0.047881254488867604,40.0
NBA,"Palo Alto, CA",2,4177,0.047881254488867604,40.0
NBA,"Paris, KY",2,4177,0.047881254488867604,40.0
NBA,"Perth Amboy, NJ",2,4177,0.047881254488867604,40.0
NBA,"Port-au-Prince, Haiti",2,4177,0.047881254488867604,40.0
NBA,"Raeford, NC",2,4177,0.047881254488867604,40.0
NBA,"Reading, PA",2,4177,0.047881254488867604,40.0
NBA,"Richmond, IN",2,4177,0.047881254488867604,40.0
NBA,"Rockville, MD",2,4177,0.047881254488867604,40.0
NBA,"Rolling Fork, MS",2,4177,0.047881254488867604,40.0
NBA,"Romulus, MI",2,4177,0.047881254488867604,40.0
NBA,"Roxbury, MA",2,4177,0.047881254488867604,40.0
NBA,"Salem, MA",2,4177,0.047881254488867604,40.0
NBA,"San Juan, PR",2,4177,0.047881254488867604,40.0
NBA,"San Marcos, TX",2,4177,0.047881254488867604,40.0
NBA,"Sandersville, GA",2,4177,0.047881254488867604,40.0
NBA,"Santa Cruz, CA",2,4177,0.047881254488867604,40.0
NBA,"Sarajevo, Bosnia and Herzegovina",2,4177,0.047881254488867604,40.0
NBA,"Scottsville, KY",2,4177,0.047881254488867604,40.0
NBA,"Sedalia, MO",2,4177,0.047881254488867604,40.0
NBA,"Sharon, PA",2,4177,0.047881254488867604,40.0
NBA,"Shawnee, OK",2,4177,0.047881254488867604,40.0
NBA,"Sibenik, Croatia",2,4177,0.047881254488867604,40.0
NBA,"Springfield, MA",2,4177,0.047881254488867604,40.0
NBA,"St. Croix, U.S. VirgIslands",2,4177,0.047881254488867604,40.0
NBA,"St. Petersburg, Russia",2,4177,0.047881254488867604,40.0
NBA,"Stamford, CT",2,4177,0.047881254488867604,40.0
NBA,"Starkville, MS",2,4177,0.047881254488867604,40.0
NBA,"Stockton, CA",2,4177,0.047881254488867604,40.0
NBA,"Sydney, Australia",2,4177,0.047881254488867604,40.0
NBA,"Tallulah, LA",2,4177,0.047881254488867604,40.0
NBA,"Tarboro, NC",2,4177,0.047881254488867604,40.0
NBA,"Tempe, AZ",2,4177,0.047881254488867604,40.0
NBA,"Thomaston, GA",2,4177,0.047881254488867604,40.0
NBA,"Toccoa, GA",2,4177,0.047881254488867604,40.0
NBA,"Traverse City, MI",2,4177,0.047881254488867604,40.0
NBA,"Trikala, Greece",2,4177,0.047881254488867604,40.0
NBA,"Tuscaloosa, AL",2,4177,0.047881254488867604,40.0
NBA,"Tuzla, Bosnia and Herzegovina",2,4177,0.047881254488867604,40.0
NBA,"Utica, MS",2,4177,0.047881254488867604,40.0
NBA,"VA Beach, VA",2,4177,0.047881254488867604,40.0
NBA,"Valmiera, Latvia",2,4177,0.047881254488867604,40.0
NBA,"Ventura, CA",2,4177,0.047881254488867604,40.0
NBA,"WA, IL",2,4177,0.047881254488867604,40.0
NBA,"Walterboro, SC",2,4177,0.047881254488867604,40.0
NBA,"Warren, OH",2,4177,0.047881254488867604,40.0
NBA,"Warsaw, Poland",2,4177,0.047881254488867604,40.0
NBA,"Watertown, NY",2,4177,0.047881254488867604,40.0
NBA,"Wau, South Sudan",2,4177,0.047881254488867604,40.0
NBA,"Waynesboro, VA",2,4177,0.047881254488867604,40.0
NBA,"Westbury, NY",2,4177,0.047881254488867604,40.0
NBA,"Wheeling, West VA",2,4177,0.047881254488867604,40.0
NBA,"Whiteville, NC",2,4177,0.047881254488867604,40.0
NBA,"Winnsboro, LA",2,4177,0.047881254488867604,40.0
NBA,"Winter Haven, FL",2,4177,0.047881254488867604,40.0
NBA,"Wurzburg, Germany",2,4177,0.047881254488867604,40.0
NBA,"Yaounde, Cameroon",2,4177,0.047881254488867604,40.0
NBA,"Yonkers, NY",2,4177,0.047881254488867604,40.0
NBA,"Yorktown, IN",2,4177,0.047881254488867604,40.0
NBA,"Zachary, LA",2,4177,0.047881254488867604,40.0
NBA,"Zagreb, Croatia",2,4177,0.047881254488867604,40.0
NFL,"Phoenix, AZ",68,24104,0.28211085297046135,40.0
MLB,"Bellflower, CA",9,7541,0.1193475666357247,41.0
MLB,"Burbank, CA",9,7541,0.1193475666357247,41.0
MLB,"Cedar Rapids, IA",9,7541,0.1193475666357247,41.0
MLB,"Durham, NC",9,7541,0.1193475666357247,41.0
MLB,"Fall River, MA",9,7541,0.1193475666357247,41.0
MLB,"Fontana, CA",9,7541,0.1193475666357247,41.0
MLB,"Lafayette, LA",9,7541,0.1193475666357247,41.0
MLB,"Lubbock, TX",9,7541,0.1193475666357247,41.0
MLB,"Newark, NJ",9,7541,0.1193475666357247,41.0
MLB,"Staten Island, NY",9,7541,0.1193475666357247,41.0
MLB,"Waco, TX",9,7541,0.1193475666357247,41.0
MLB,"Youngstown, OH",9,7541,0.1193475666357247,41.0
NBA,"Abbeville, AL",1,4177,0.023940627244433802,41.0
NBA,"Aberdeen, WA",1,4177,0.023940627244433802,41.0
NBA,"Abilene, TX",1,4177,0.023940627244433802,41.0
NBA,"Abington, PA",1,4177,0.023940627244433802,41.0
NBA,"Adelaide, Australia",1,4177,0.023940627244433802,41.0
NBA,"Afton, WY",1,4177,0.023940627244433802,41.0
NBA,"Ahvaz, Islamic Republic of Iran",1,4177,0.023940627244433802,41.0
NBA,"Alamogordo, NM",1,4177,0.023940627244433802,41.0
NBA,"Albany, TX",1,4177,0.023940627244433802,41.0
NBA,"Albonito, PR",1,4177,0.023940627244433802,41.0
NBA,"Alexandria, Egypt",1,4177,0.023940627244433802,41.0
NBA,"Alexandria, LA",1,4177,0.023940627244433802,41.0
NBA,"Aliquippa, PA",1,4177,0.023940627244433802,41.0
NBA,"Altheimer, AR",1,4177,0.023940627244433802,41.0
NBA,"Amarousio, Greece",1,4177,0.023940627244433802,41.0
NBA,"Amelia Court House, VA",1,4177,0.023940627244433802,41.0
NBA,"American Falls, ID",1,4177,0.023940627244433802,41.0
NBA,"Amherst, VA",1,4177,0.023940627244433802,41.0
NBA,"Anaheim, CA",1,4177,0.023940627244433802,41.0
NBA,"Anchorage, AK",1,4177,0.023940627244433802,41.0
NBA,"Andalusia, AL",1,4177,0.023940627244433802,41.0
NBA,"Anderson, SC",1,4177,0.023940627244433802,41.0
NBA,"Angola, NY",1,4177,0.023940627244433802,41.0
NBA,"Anguilla, MS",1,4177,0.023940627244433802,41.0
NBA,"Anniston, AL",1,4177,0.023940627244433802,41.0
NBA,"Antioch, TN",1,4177,0.023940627244433802,41.0
NBA,"Antratsit, Ukraine",1,4177,0.023940627244433802,41.0
NBA,"Apatin, Serbia",1,4177,0.023940627244433802,41.0
NBA,"Arcadia, CA",1,4177,0.023940627244433802,41.0
NBA,"Arco, ID",1,4177,0.023940627244433802,41.0
NBA,"Ardmore, PA",1,4177,0.023940627244433802,41.0
NBA,"Argyle, TX",1,4177,0.023940627244433802,41.0
NBA,"Ark City, KS",1,4177,0.023940627244433802,41.0
NBA,"Arlington Heights, IL",1,4177,0.023940627244433802,41.0
NBA,"Arlington, MA",1,4177,0.023940627244433802,41.0
NBA,"Arlington, TX",1,4177,0.023940627244433802,41.0
NBA,"Aschaffenburg, Germany",1,4177,0.023940627244433802,41.0
NBA,"Athens, AL",1,4177,0.023940627244433802,41.0
NBA,"Auburn, WA",1,4177,0.023940627244433802,41.0
NBA,"Aurora, CO",1,4177,0.023940627244433802,41.0
NBA,"Aurora, NC",1,4177,0.023940627244433802,41.0
NBA,"Bainbridge, GA",1,4177,0.023940627244433802,41.0
NBA,"Bangor, ME",1,4177,0.023940627244433802,41.0
NBA,"Bar, Montenegro",1,4177,0.023940627244433802,41.0
NBA,"Barberton, OH",1,4177,0.023940627244433802,41.0
NBA,"Barrackville, WV",1,4177,0.023940627244433802,41.0
NBA,"Bartlesville, OK",1,4177,0.023940627244433802,41.0
NBA,"Bassano del Grappa, Italy",1,4177,0.023940627244433802,41.0
NBA,"Batavia, IL",1,4177,0.023940627244433802,41.0
NBA,"Battle Creek, MI",1,4177,0.023940627244433802,41.0
NBA,"Battle Ground, WA",1,4177,0.023940627244433802,41.0
NBA,"Baxley, GA",1,4177,0.023940627244433802,41.0
NBA,"Bay City, TX",1,4177,0.023940627244433802,41.0
NBA,"Bay Shore, NY",1,4177,0.023940627244433802,41.0
NBA,"Bayside, NY",1,4177,0.023940627244433802,41.0
NBA,"Bayville, NY",1,4177,0.023940627244433802,41.0
NBA,"Beano, Italy",1,4177,0.023940627244433802,41.0
NBA,"Beaufort, SC",1,4177,0.023940627244433802,41.0
NBA,"Beaver Dam, KY",1,4177,0.023940627244433802,41.0
NBA,"Beckley, WV",1,4177,0.023940627244433802,41.0
NBA,"Bedford, KY",1,4177,0.023940627244433802,41.0
NBA,"Bedford, TX",1,4177,0.023940627244433802,41.0
NBA,"Belgorod, Russia",1,4177,0.023940627244433802,41.0
NBA,"Belle Glade, FL",1,4177,0.023940627244433802,41.0
NBA,"Belle Mead, NJ",1,4177,0.023940627244433802,41.0
NBA,"Belle, WV",1,4177,0.023940627244433802,41.0
NBA,"Bellerose, NY",1,4177,0.023940627244433802,41.0
NBA,"Bellevue, WA",1,4177,0.023940627244433802,41.0
NBA,"Bellport, NY",1,4177,0.023940627244433802,41.0
NBA,"Bells, TN",1,4177,0.023940627244433802,41.0
NBA,"Bellwood, IL",1,4177,0.023940627244433802,41.0
NBA,"Belo Horizonte, Brazil",1,4177,0.023940627244433802,41.0
NBA,"BenCity, Nigeria",1,4177,0.023940627244433802,41.0
NBA,"Bergisch Gladbach, Germany",1,4177,0.023940627244433802,41.0
NBA,"Berkley, West VA",1,4177,0.023940627244433802,41.0
NBA,"Berlin, Germany",1,4177,0.023940627244433802,41.0
NBA,"Berlin, MD",1,4177,0.023940627244433802,41.0
NBA,"Bernardston, MA",1,4177,0.023940627244433802,41.0
NBA,"Berne, IN",1,4177,0.023940627244433802,41.0
NBA,"Bernice, LA",1,4177,0.023940627244433802,41.0
NBA,"Berwick, PA",1,4177,0.023940627244433802,41.0
NBA,"Bessemer, AL",1,4177,0.023940627244433802,41.0
NBA,"Bethel Park, PA",1,4177,0.023940627244433802,41.0
NBA,"Bethlehem, PA",1,4177,0.023940627244433802,41.0
NBA,"Bihac, Bosnia and Herzegovina",1,4177,0.023940627244433802,41.0
NBA,"Binghamton, NY",1,4177,0.023940627244433802,41.0
NBA,"Birmingham, KY",1,4177,0.023940627244433802,41.0
NBA,"Black Mountain, NC",1,4177,0.023940627244433802,41.0
NBA,"Bloomington, CA",1,4177,0.023940627244433802,41.0
NBA,"Bloomington, IL",1,4177,0.023940627244433802,41.0
NBA,"Blytheville, AR",1,4177,0.023940627244433802,41.0
NBA,"Bolingbrook, IL",1,4177,0.023940627244433802,41.0
NBA,"Bonham, TX",1,4177,0.023940627244433802,41.0
NBA,"Bonne Terre, MO",1,4177,0.023940627244433802,41.0
NBA,"Boonville, MO",1,4177,0.023940627244433802,41.0
NBA,"Bordeaux, France",1,4177,0.023940627244433802,41.0
NBA,"Bosanska Gradiska, Bosnia and Herzegovina",1,4177,0.023940627244433802,41.0
NBA,"Bossier City, LA",1,4177,0.023940627244433802,41.0
NBA,"Bottineau, ND",1,4177,0.023940627244433802,41.0
NBA,"Bougouni, Mali",1,4177,0.023940627244433802,41.0
NBA,"Bowbells, ND",1,4177,0.023940627244433802,41.0
NBA,"Bowling Green, KY",1,4177,0.023940627244433802,41.0
NBA,"Boyd, TX",1,4177,0.023940627244433802,41.0
NBA,"Boynton Beach, FL",1,4177,0.023940627244433802,41.0
NBA,"Braddock, PA",1,4177,0.023940627244433802,41.0
NBA,"Brampton, Canada",1,4177,0.023940627244433802,41.0
NBA,"Brandon, FL",1,4177,0.023940627244433802,41.0
NBA,"Brantley, AL",1,4177,0.023940627244433802,41.0
NBA,"Brasilia, Brazil",1,4177,0.023940627244433802,41.0
NBA,"Braunschweig, Germany",1,4177,0.023940627244433802,41.0
NBA,"Brazzaville, Republic of the Congo",1,4177,0.023940627244433802,41.0
NBA,"Brisbane, Australia",1,4177,0.023940627244433802,41.0
NBA,"Bristol, CT",1,4177,0.023940627244433802,41.0
NBA,"Britton, SD",1,4177,0.023940627244433802,41.0
NBA,"Broaddus, TX",1,4177,0.023940627244433802,41.0
NBA,"Brookfield, IL",1,4177,0.023940627244433802,41.0
NBA,"Brookhaven, NY",1,4177,0.023940627244433802,41.0
NBA,"Brookings, SD",1,4177,0.023940627244433802,41.0
NBA,"Brownsville, TN",1,4177,0.023940627244433802,41.0
NBA,"Bruges, Belgium",1,4177,0.023940627244433802,41.0
NBA,"Brunswick, GA",1,4177,0.023940627244433802,41.0
NBA,"Bryan, TX",1,4177,0.023940627244433802,41.0
NBA,"Burgin, KY",1,4177,0.023940627244433802,41.0
NBA,"Bursa, Turkey",1,4177,0.023940627244433802,41.0
NBA,"Bushnell, NE",1,4177,0.023940627244433802,41.0
NBA,"Butler, OH",1,4177,0.023940627244433802,41.0
NBA,"Butler, PA",1,4177,0.023940627244433802,41.0
NBA,"Cacak, Serbia",1,4177,0.023940627244433802,41.0
NBA,"Caguas, PR",1,4177,0.023940627244433802,41.0
NBA,"Cairo, Egypt",1,4177,0.023940627244433802,41.0
NBA,"Cairo, IL",1,4177,0.023940627244433802,41.0
NBA,"Caldwell, KY",1,4177,0.023940627244433802,41.0
NBA,"Caldwell, NJ",1,4177,0.023940627244433802,41.0
NBA,"Cambridge, MA",1,4177,0.023940627244433802,41.0
NBA,"Camden, AR",1,4177,0.023940627244433802,41.0
NBA,"Campbell Hill, IL",1,4177,0.023940627244433802,41.0
NBA,"Canal Winchester, OH",1,4177,0.023940627244433802,41.0
NBA,"Canberra, Australia",1,4177,0.023940627244433802,41.0
NBA,"Cannes, France",1,4177,0.023940627244433802,41.0
NBA,"Canouan, Saint Vincent and the Grenadines",1,4177,0.023940627244433802,41.0
NBA,"Cap-Haitian, Haiti",1,4177,0.023940627244433802,41.0
NBA,"Cape Coral, FL",1,4177,0.023940627244433802,41.0
NBA,"Capitol Heights, MD",1,4177,0.023940627244433802,41.0
NBA,"Capljina, Bosnia and Herzegovina",1,4177,0.023940627244433802,41.0
NBA,"Carlton, Australia",1,4177,0.023940627244433802,41.0
NBA,"Carmel, NY",1,4177,0.023940627244433802,41.0
NBA,"Carolina, PR",1,4177,0.023940627244433802,41.0
NBA,"Carrollton, GA",1,4177,0.023940627244433802,41.0
NBA,"Carrolton, MS",1,4177,0.023940627244433802,41.0
NBA,"Cartersville, GA",1,4177,0.023940627244433802,41.0
NBA,"Carthage, MS",1,4177,0.023940627244433802,41.0
NBA,"Casablanca, Morocco",1,4177,0.023940627244433802,41.0
NBA,"Caserta, Italy",1,4177,0.023940627244433802,41.0
NBA,"Casper, WY",1,4177,0.023940627244433802,41.0
NBA,"Cassopolis, MI",1,4177,0.023940627244433802,41.0
NBA,"Castries, Saint Lucia",1,4177,0.023940627244433802,41.0
NBA,"Celje, Slovenia",1,4177,0.023940627244433802,41.0
NBA,"Central City, KY",1,4177,0.023940627244433802,41.0
NBA,"Centralia, IL",1,4177,0.023940627244433802,41.0
NBA,"Centreville, AL",1,4177,0.023940627244433802,41.0
NBA,"Cerritos, CA",1,4177,0.023940627244433802,41.0
NBA,"Cesis, Latvia",1,4177,0.023940627244433802,41.0
NBA,"Chanute, KS",1,4177,0.023940627244433802,41.0
NBA,"Chapel Hill, NC",1,4177,0.023940627244433802,41.0
NBA,"Charleston, IL",1,4177,0.023940627244433802,41.0
NBA,"Charlestown, MO",1,4177,0.023940627244433802,41.0
NBA,"Charlestown, West VA",1,4177,0.023940627244433802,41.0
NBA,"Charlotte, TN",1,4177,0.023940627244433802,41.0
NBA,"Chatsworth, CA",1,4177,0.023940627244433802,41.0
NBA,"Chelan, WA",1,4177,0.023940627244433802,41.0
NBA,"Chelyan, West VA",1,4177,0.023940627244433802,41.0
NBA,"Cherkasy, Ukraine",1,4177,0.023940627244433802,41.0
NBA,"Cherry Hill, NJ",1,4177,0.023940627244433802,41.0
NBA,"Cherry Valley, AR",1,4177,0.023940627244433802,41.0
NBA,"Chesterfield, VA",1,4177,0.023940627244433802,41.0
NBA,"Chesterton, IN",1,4177,0.023940627244433802,41.0
NBA,"Chestertown, MD",1,4177,0.023940627244433802,41.0
NBA,"Chihuahua, Mexico",1,4177,0.023940627244433802,41.0
NBA,"Chillicothe, OH",1,4177,0.023940627244433802,41.0
NBA,"Chipley, FL",1,4177,0.023940627244433802,41.0
NBA,"Cholet, France",1,4177,0.023940627244433802,41.0
NBA,"Christopher, IL",1,4177,0.023940627244433802,41.0
NBA,"Chula Vista, CA",1,4177,0.023940627244433802,41.0
NBA,"Clairton, PA",1,4177,0.023940627244433802,41.0
NBA,"Claremont, CA",1,4177,0.023940627244433802,41.0
NBA,"Clarksburg, West VA",1,4177,0.023940627244433802,41.0
NBA,"Clarksdale, MS",1,4177,0.023940627244433802,41.0
NBA,"Clarksville, TN",1,4177,0.023940627244433802,41.0
NBA,"Clarksville, VA",1,4177,0.023940627244433802,41.0
NBA,"Clarkton, MO",1,4177,0.023940627244433802,41.0
NBA,"Clayton, AL",1,4177,0.023940627244433802,41.0
NBA,"Clayton, CA",1,4177,0.023940627244433802,41.0
NBA,"Clemenceau, AZ",1,4177,0.023940627244433802,41.0
NBA,"Cleveland, MS",1,4177,0.023940627244433802,41.0
NBA,"Clovis, NM",1,4177,0.023940627244433802,41.0
NBA,"Coatesville, PA",1,4177,0.023940627244433802,41.0
NBA,"Cocoa, FL",1,4177,0.023940627244433802,41.0
NBA,"Coeur d'Alene, ID",1,4177,0.023940627244433802,41.0
NBA,"Coffee County, TN",1,4177,0.023940627244433802,41.0
